time	V(p001)
	8.638804e+002	7.684876e+001
	8.638814e+002	7.684879e+001
	8.638829e+002	7.684885e+001
	8.638836e+002	7.684887e+001
	8.638851e+002	7.684893e+001
	8.638895e+002	7.684908e+001
	8.639433e+002	7.685099e+001
	8.639833e+002	7.685240e+001
	8.639854e+002	7.685248e+001
	8.639892e+002	7.685262e+001
	8.640864e+002	7.685606e+001
	8.640879e+002	7.685611e+001
	8.640898e+002	7.685618e+001
	8.641573e+002	7.685857e+001
	8.641711e+002	7.685905e+001
	8.643361e+002	7.686490e+001
	8.643504e+002	7.686541e+001
	8.643517e+002	7.686546e+001
	8.643520e+002	7.686546e+001
	8.643526e+002	7.686549e+001
	8.643539e+002	7.686553e+001
	8.643564e+002	7.686562e+001
	8.644514e+002	7.686898e+001
	8.644651e+002	7.686947e+001
	8.644714e+002	7.686969e+001
	8.644926e+002	7.687045e+001
	8.644989e+002	7.687067e+001
	8.645020e+002	7.687077e+001
	8.645058e+002	7.687090e+001
	8.645908e+002	7.687392e+001
	8.647058e+002	7.687798e+001
	8.647501e+002	7.687955e+001
	8.647789e+002	7.688058e+001
	8.648864e+002	7.688438e+001
	8.648889e+002	7.688447e+001
	8.649139e+002	7.688535e+001
	8.650639e+002	7.689066e+001
	8.651001e+002	7.689194e+001
	8.651639e+002	7.689420e+001
	8.652426e+002	7.689699e+001
	8.652876e+002	7.689857e+001
	8.653951e+002	7.690238e+001
	8.653964e+002	7.690242e+001
	8.653968e+002	7.690244e+001
	8.653972e+002	7.690245e+001
	8.653991e+002	7.690252e+001
	8.654066e+002	7.690279e+001
	8.654891e+002	7.690570e+001
	8.654897e+002	7.690572e+001
	8.654899e+002	7.690573e+001
	8.654899e+002	7.690573e+001
	8.654900e+002	7.690574e+001
	8.654902e+002	7.690574e+001
	8.654906e+002	7.690575e+001
	8.654906e+002	7.690575e+001
	8.654906e+002	7.690575e+001
	8.654907e+002	7.690576e+001
	8.654908e+002	7.690576e+001
	8.654912e+002	7.690578e+001
	8.654912e+002	7.690578e+001
	8.654914e+002	7.690578e+001
	8.654917e+002	7.690579e+001
	8.654923e+002	7.690582e+001
	8.654936e+002	7.690586e+001
	8.655111e+002	7.690648e+001
	8.655533e+002	7.690797e+001
	8.656495e+002	7.691138e+001
	8.656633e+002	7.691187e+001
	8.656726e+002	7.691219e+001
	8.656851e+002	7.691264e+001
	8.656858e+002	7.691266e+001
	8.656859e+002	7.691267e+001
	8.656860e+002	7.691267e+001
	8.656860e+002	7.691267e+001
	8.656862e+002	7.691267e+001
	8.656865e+002	7.691268e+001
	8.656884e+002	7.691275e+001
	8.656909e+002	7.691284e+001
	8.656959e+002	7.691302e+001
	8.657296e+002	7.691421e+001
	8.657303e+002	7.691423e+001
	8.657307e+002	7.691425e+001
	8.657314e+002	7.691427e+001
	8.657326e+002	7.691431e+001
	8.657351e+002	7.691441e+001
	8.657501e+002	7.691493e+001
	8.658101e+002	7.691705e+001
	8.658114e+002	7.691710e+001
	8.658117e+002	7.691711e+001
	8.658117e+002	7.691711e+001
	8.658119e+002	7.691712e+001
	8.658122e+002	7.691713e+001
	8.658123e+002	7.691713e+001
	8.658125e+002	7.691714e+001
	8.658126e+002	7.691714e+001
	8.658126e+002	7.691714e+001
	8.658126e+002	7.691714e+001
	8.658127e+002	7.691714e+001
	8.658129e+002	7.691715e+001
	8.658132e+002	7.691716e+001
	8.658134e+002	7.691718e+001
	8.658137e+002	7.691718e+001
	8.658143e+002	7.691721e+001
	8.658156e+002	7.691725e+001
	8.658181e+002	7.691734e+001
	8.658531e+002	7.691857e+001
	8.658668e+002	7.691906e+001
	8.658831e+002	7.691963e+001
	8.659918e+002	7.692348e+001
	8.661831e+002	7.693024e+001
	8.661893e+002	7.693046e+001
	8.662068e+002	7.693108e+001
	8.662681e+002	7.693324e+001
	8.663843e+002	7.693736e+001
	8.663887e+002	7.693751e+001
	8.663912e+002	7.693760e+001
	8.664387e+002	7.693928e+001
	8.665981e+002	7.694491e+001
	8.666037e+002	7.694511e+001
	8.666062e+002	7.694519e+001
	8.666068e+002	7.694521e+001
	8.666070e+002	7.694522e+001
	8.666073e+002	7.694523e+001
	8.666079e+002	7.694525e+001
	8.666081e+002	7.694526e+001
	8.666090e+002	7.694529e+001
	8.666106e+002	7.694535e+001
	8.666112e+002	7.694537e+001
	8.666125e+002	7.694541e+001
	8.666150e+002	7.694550e+001
	8.666843e+002	7.694795e+001
	8.666875e+002	7.694807e+001
	8.666912e+002	7.694820e+001
	8.666932e+002	7.694827e+001
	8.666951e+002	7.694834e+001
	8.666971e+002	7.694841e+001
	8.666991e+002	7.694848e+001
	8.667010e+002	7.694855e+001
	8.667030e+002	7.694861e+001
	8.667050e+002	7.694868e+001
	8.667637e+002	7.695076e+001
	8.667775e+002	7.695124e+001
	8.668337e+002	7.695323e+001
	8.668412e+002	7.695349e+001
	8.668525e+002	7.695390e+001
	8.668987e+002	7.695553e+001
	8.669887e+002	7.695870e+001
	8.669900e+002	7.695875e+001
	8.669904e+002	7.695876e+001
	8.669905e+002	7.695877e+001
	8.669908e+002	7.695878e+001
	8.669915e+002	7.695880e+001
	8.669927e+002	7.695885e+001
	8.669952e+002	7.695893e+001
	8.670615e+002	7.696127e+001
	8.670624e+002	7.696130e+001
	8.670636e+002	7.696135e+001
	8.670661e+002	7.696144e+001
	8.670711e+002	7.696162e+001
	8.671836e+002	7.696558e+001
	8.671843e+002	7.696561e+001
	8.671844e+002	7.696561e+001
	8.671847e+002	7.696563e+001
	8.671848e+002	7.696563e+001
	8.671850e+002	7.696564e+001
	8.671851e+002	7.696564e+001
	8.671856e+002	7.696565e+001
	8.671862e+002	7.696568e+001
	8.671863e+002	7.696568e+001
	8.671873e+002	7.696571e+001
	8.671875e+002	7.696572e+001
	8.671875e+002	7.696573e+001
	8.671877e+002	7.696573e+001
	8.671886e+002	7.696577e+001
	8.671924e+002	7.696590e+001
	8.672296e+002	7.696721e+001
	8.672308e+002	7.696725e+001
	8.672471e+002	7.696783e+001
	8.673858e+002	7.697272e+001
	8.673896e+002	7.697286e+001
	8.674333e+002	7.697440e+001
	8.674446e+002	7.697480e+001
	8.674477e+002	7.697491e+001
	8.674490e+002	7.697495e+001
	8.674521e+002	7.697507e+001
	8.674533e+002	7.697511e+001
	8.674577e+002	7.697527e+001
	8.674996e+002	7.697674e+001
	8.675018e+002	7.697682e+001
	8.675030e+002	7.697686e+001
	8.675949e+002	7.698010e+001
	8.676030e+002	7.698039e+001
	8.676050e+002	7.698046e+001
	8.676069e+002	7.698053e+001
	8.676089e+002	7.698060e+001
	8.676109e+002	7.698067e+001
	8.676128e+002	7.698074e+001
	8.676148e+002	7.698081e+001
	8.676168e+002	7.698088e+001
	8.677668e+002	7.698618e+001
	8.677711e+002	7.698633e+001
	8.677786e+002	7.698659e+001
	8.678574e+002	7.698937e+001
	8.679061e+002	7.699109e+001
	8.680349e+002	7.699564e+001
	8.680861e+002	7.699744e+001
	8.680886e+002	7.699753e+001
	8.680894e+002	7.699756e+001
	8.680898e+002	7.699757e+001
	8.680900e+002	7.699757e+001
	8.680903e+002	7.699759e+001
	8.680909e+002	7.699761e+001
	8.680997e+002	7.699792e+001
	8.681097e+002	7.699827e+001
	8.681112e+002	7.699833e+001
	8.681118e+002	7.699834e+001
	8.681131e+002	7.699839e+001
	8.681156e+002	7.699848e+001
	8.683006e+002	7.700500e+001
	8.683022e+002	7.700507e+001
	8.683038e+002	7.700512e+001
	8.683054e+002	7.700518e+001
	8.683070e+002	7.700524e+001
	8.683086e+002	7.700529e+001
	8.683102e+002	7.700535e+001
	8.683118e+002	7.700540e+001
	8.683125e+002	7.700542e+001
	8.683129e+002	7.700544e+001
	8.683136e+002	7.700546e+001
	8.683148e+002	7.700551e+001
	8.683223e+002	7.700578e+001
	8.683423e+002	7.700648e+001
	8.683911e+002	7.700819e+001
	8.684023e+002	7.700859e+001
	8.684054e+002	7.700871e+001
	8.684059e+002	7.700872e+001
	8.684065e+002	7.700874e+001
	8.684078e+002	7.700879e+001
	8.684082e+002	7.700880e+001
	8.684083e+002	7.700880e+001
	8.684105e+002	7.700888e+001
	8.684180e+002	7.700915e+001
	8.684418e+002	7.700999e+001
	8.684868e+002	7.701157e+001
	8.684968e+002	7.701192e+001
	8.684980e+002	7.701197e+001
	8.684990e+002	7.701200e+001
	8.685027e+002	7.701213e+001
	8.685077e+002	7.701231e+001
	8.686277e+002	7.701654e+001
	8.686299e+002	7.701662e+001
	8.686336e+002	7.701675e+001
	8.686686e+002	7.701798e+001
	8.688274e+002	7.702358e+001
	8.688290e+002	7.702364e+001
	8.688296e+002	7.702366e+001
	8.688308e+002	7.702370e+001
	8.688521e+002	7.702445e+001
	8.689208e+002	7.702688e+001
	8.689296e+002	7.702718e+001
	8.690971e+002	7.703309e+001
	8.690990e+002	7.703316e+001
	8.690993e+002	7.703316e+001
	8.690995e+002	7.703317e+001
	8.691004e+002	7.703320e+001
	8.691009e+002	7.703323e+001
	8.691028e+002	7.703329e+001
	8.691103e+002	7.703355e+001
	8.691890e+002	7.703633e+001
	8.692303e+002	7.703778e+001
	8.692312e+002	7.703782e+001
	8.692356e+002	7.703797e+001
	8.692393e+002	7.703810e+001
	8.692581e+002	7.703876e+001
	8.692731e+002	7.703929e+001
	8.693068e+002	7.704048e+001
	8.693318e+002	7.704136e+001
	8.693518e+002	7.704207e+001
	8.693534e+002	7.704212e+001
	8.693553e+002	7.704219e+001
	8.693578e+002	7.704227e+001
	8.693728e+002	7.704280e+001
	8.694828e+002	7.704668e+001
	8.694843e+002	7.704674e+001
	8.694862e+002	7.704680e+001
	8.694937e+002	7.704707e+001
	8.695737e+002	7.704988e+001
	8.697137e+002	7.705482e+001
	8.697150e+002	7.705486e+001
	8.697153e+002	7.705487e+001
	8.697161e+002	7.705489e+001
	8.697164e+002	7.705491e+001
	8.697170e+002	7.705493e+001
	8.697183e+002	7.705498e+001
	8.697358e+002	7.705559e+001
	8.698233e+002	7.705867e+001
	8.698920e+002	7.706110e+001
	8.699270e+002	7.706232e+001
	8.699286e+002	7.706238e+001
	8.699292e+002	7.706240e+001
	8.699304e+002	7.706245e+001
	8.699379e+002	7.706271e+001
	8.700411e+002	7.706635e+001
	8.701323e+002	7.706956e+001
	8.702820e+002	7.707483e+001
	8.703395e+002	7.707685e+001
	8.703645e+002	7.707773e+001
	8.703658e+002	7.707777e+001
	8.703667e+002	7.707780e+001
	8.703704e+002	7.707794e+001
	8.704054e+002	7.707917e+001
	8.705954e+002	7.708586e+001
	8.706092e+002	7.708634e+001
	8.706442e+002	7.708757e+001
	8.706729e+002	7.708858e+001
	8.707229e+002	7.709035e+001
	8.707342e+002	7.709074e+001
	8.707417e+002	7.709100e+001
	8.708117e+002	7.709347e+001
	8.708254e+002	7.709395e+001
	8.708504e+002	7.709483e+001
	8.709392e+002	7.709795e+001
	8.709504e+002	7.709835e+001
	8.709579e+002	7.709861e+001
	8.709879e+002	7.709967e+001
	8.709895e+002	7.709972e+001
	8.709901e+002	7.709975e+001
	8.709914e+002	7.709979e+001
	8.709939e+002	7.709988e+001
	8.709947e+002	7.709991e+001
	8.709956e+002	7.709994e+001
	8.709993e+002	7.710007e+001
	8.710443e+002	7.710165e+001
	8.710531e+002	7.710196e+001
	8.711143e+002	7.710412e+001
	8.712456e+002	7.710873e+001
	8.712806e+002	7.710996e+001
	8.712815e+002	7.710999e+001
	8.712853e+002	7.711013e+001
	8.712903e+002	7.711031e+001
	8.712915e+002	7.711034e+001
	8.712918e+002	7.711036e+001
	8.712925e+002	7.711038e+001
	8.712926e+002	7.711038e+001
	8.712927e+002	7.711039e+001
	8.712927e+002	7.711039e+001
	8.712929e+002	7.711040e+001
	8.712932e+002	7.711040e+001
	8.712938e+002	7.711043e+001
	8.712951e+002	7.711047e+001
	8.713426e+002	7.711214e+001
	8.713438e+002	7.711218e+001
	8.713442e+002	7.711220e+001
	8.713444e+002	7.711221e+001
	8.713446e+002	7.711221e+001
	8.713448e+002	7.711222e+001
	8.713450e+002	7.711223e+001
	8.713452e+002	7.711223e+001
	8.713454e+002	7.711224e+001
	8.713456e+002	7.711224e+001
	8.713458e+002	7.711225e+001
	8.713464e+002	7.711227e+001
	8.713469e+002	7.711229e+001
	8.713477e+002	7.711232e+001
	8.713480e+002	7.711234e+001
	8.713482e+002	7.711234e+001
	8.713485e+002	7.711235e+001
	8.713487e+002	7.711235e+001
	8.713490e+002	7.711236e+001
	8.713492e+002	7.711237e+001
	8.713495e+002	7.711238e+001
	8.713497e+002	7.711239e+001
	8.713513e+002	7.711245e+001
	8.713515e+002	7.711246e+001
	8.713518e+002	7.711246e+001
	8.713612e+002	7.711279e+001
	8.713712e+002	7.711314e+001
	8.713727e+002	7.711320e+001
	8.713746e+002	7.711327e+001
	8.714121e+002	7.711459e+001
	8.717084e+002	7.712500e+001
	8.717884e+002	7.712782e+001
	8.717915e+002	7.712792e+001
	8.717927e+002	7.712797e+001
	8.717952e+002	7.712806e+001
	8.717960e+002	7.712808e+001
	8.717963e+002	7.712810e+001
	8.717970e+002	7.712812e+001
	8.717982e+002	7.712816e+001
	8.718007e+002	7.712825e+001
	8.718745e+002	7.713084e+001
	8.718760e+002	7.713090e+001
	8.718767e+002	7.713092e+001
	8.718779e+002	7.713096e+001
	8.718848e+002	7.713120e+001
	8.719098e+002	7.713208e+001
	8.719110e+002	7.713213e+001
	8.719114e+002	7.713214e+001
	8.719116e+002	7.713215e+001
	8.719119e+002	7.713216e+001
	8.719125e+002	7.713218e+001
	8.719138e+002	7.713223e+001
	8.719169e+002	7.713233e+001
	8.719184e+002	7.713239e+001
	8.719203e+002	7.713245e+001
	8.719234e+002	7.713256e+001
	8.719247e+002	7.713261e+001
	8.719434e+002	7.713326e+001
	8.719459e+002	7.713335e+001
	8.719478e+002	7.713342e+001
	8.719653e+002	7.713403e+001
	8.720178e+002	7.713588e+001
	8.721016e+002	7.713882e+001
	8.721503e+002	7.714053e+001
	8.722316e+002	7.714339e+001
	8.722347e+002	7.714350e+001
	8.722384e+002	7.714363e+001
	8.722759e+002	7.714495e+001
	8.723947e+002	7.714912e+001
	8.725009e+002	7.715285e+001
	8.725034e+002	7.715294e+001
	8.725041e+002	7.715296e+001
	8.725042e+002	7.715297e+001
	8.725045e+002	7.715298e+001
	8.725052e+002	7.715300e+001
	8.725089e+002	7.715314e+001
	8.727120e+002	7.716027e+001
	8.727458e+002	7.716145e+001
	8.727470e+002	7.716150e+001
	8.727474e+002	7.716151e+001
	8.727474e+002	7.716151e+001
	8.727476e+002	7.716151e+001
	8.727479e+002	7.716153e+001
	8.727485e+002	7.716155e+001
	8.727507e+002	7.716163e+001
	8.727520e+002	7.716167e+001
	8.727545e+002	7.716176e+001
	8.727995e+002	7.716334e+001
	8.728010e+002	7.716339e+001
	8.728017e+002	7.716341e+001
	8.728018e+002	7.716342e+001
	8.728021e+002	7.716343e+001
	8.728022e+002	7.716344e+001
	8.728023e+002	7.716344e+001
	8.728028e+002	7.716346e+001
	8.728047e+002	7.716352e+001
	8.729866e+002	7.716991e+001
	8.730153e+002	7.717091e+001
	8.730162e+002	7.717095e+001
	8.730219e+002	7.717115e+001
	8.730250e+002	7.717126e+001
	8.731225e+002	7.717468e+001
	8.731556e+002	7.717584e+001
	8.731594e+002	7.717597e+001
	8.731844e+002	7.717685e+001
	8.732331e+002	7.717857e+001
	8.733631e+002	7.718313e+001
	8.734719e+002	7.718694e+001
	8.735681e+002	7.719032e+001
	8.735819e+002	7.719080e+001
	8.736569e+002	7.719344e+001
	8.736584e+002	7.719349e+001
	8.736603e+002	7.719356e+001
	8.736716e+002	7.719395e+001
	8.737153e+002	7.719549e+001
	8.737941e+002	7.719825e+001
	8.737972e+002	7.719836e+001
	8.738009e+002	7.719849e+001
	8.738759e+002	7.720112e+001
	8.740834e+002	7.720840e+001
	8.740850e+002	7.720845e+001
	8.740856e+002	7.720847e+001
	8.740858e+002	7.720848e+001
	8.740859e+002	7.720849e+001
	8.740860e+002	7.720849e+001
	8.740864e+002	7.720850e+001
	8.740870e+002	7.720853e+001
	8.740892e+002	7.720860e+001
	8.740904e+002	7.720864e+001
	8.740929e+002	7.720873e+001
	8.741279e+002	7.720996e+001
	8.741295e+002	7.721001e+001
	8.741301e+002	7.721004e+001
	8.741303e+002	7.721004e+001
	8.741306e+002	7.721005e+001
	8.741307e+002	7.721005e+001
	8.741308e+002	7.721006e+001
	8.741308e+002	7.721006e+001
	8.741311e+002	7.721007e+001
	8.741311e+002	7.721007e+001
	8.741312e+002	7.721008e+001
	8.741314e+002	7.721008e+001
	8.741317e+002	7.721009e+001
	8.742398e+002	7.721388e+001
	8.742498e+002	7.721423e+001
	8.742514e+002	7.721429e+001
	8.742532e+002	7.721436e+001
	8.743595e+002	7.721808e+001
	8.743620e+002	7.721817e+001
	8.743707e+002	7.721848e+001
	8.743727e+002	7.721855e+001
	8.743747e+002	7.721862e+001
	8.743766e+002	7.721869e+001
	8.743786e+002	7.721875e+001
	8.743806e+002	7.721882e+001
	8.743825e+002	7.721889e+001
	8.743845e+002	7.721896e+001
	8.744020e+002	7.721957e+001
	8.744420e+002	7.722097e+001
	8.744432e+002	7.722102e+001
	8.744442e+002	7.722105e+001
	8.744479e+002	7.722118e+001
	8.745792e+002	7.722578e+001
	8.749167e+002	7.723761e+001
	8.750454e+002	7.724212e+001
	8.750498e+002	7.724228e+001
	8.751173e+002	7.724464e+001
	8.751185e+002	7.724468e+001
	8.751189e+002	7.724470e+001
	8.751191e+002	7.724471e+001
	8.751194e+002	7.724471e+001
	8.751200e+002	7.724474e+001
	8.751216e+002	7.724479e+001
	8.751260e+002	7.724494e+001
	8.751310e+002	7.724512e+001
	8.751353e+002	7.724527e+001
	8.751391e+002	7.724541e+001
	8.751728e+002	7.724659e+001
	8.753128e+002	7.725149e+001
	8.753172e+002	7.725165e+001
	8.753285e+002	7.725204e+001
	8.753635e+002	7.725327e+001
	8.753747e+002	7.725366e+001
	8.753772e+002	7.725375e+001
	8.753791e+002	7.725381e+001
	8.753878e+002	7.725412e+001
	8.753903e+002	7.725420e+001
	8.754369e+002	7.725584e+001
	8.754370e+002	7.725584e+001
	8.754370e+002	7.725584e+001
	8.754370e+002	7.725584e+001
	8.754370e+002	7.725584e+001
	8.754370e+002	7.725584e+001
	8.754370e+002	7.725584e+001
	8.754370e+002	7.725584e+001
	8.754370e+002	7.725584e+001
	8.754370e+002	7.725584e+001
	8.754370e+002	7.725584e+001
	8.754370e+002	7.725584e+001
	8.754370e+002	7.725584e+001
	8.754370e+002	7.725584e+001
	8.754370e+002	7.725584e+001
	8.754370e+002	7.725584e+001
	8.754370e+002	7.725584e+001
	8.754370e+002	7.725584e+001
	8.754370e+002	7.725584e+001
	8.754370e+002	7.725584e+001
	8.754370e+002	7.725584e+001
	8.754370e+002	7.725584e+001
	8.754370e+002	7.725584e+001
	8.754370e+002	7.725584e+001
	8.754371e+002	7.725584e+001
	8.754371e+002	7.725584e+001
	8.754371e+002	7.725584e+001
	8.754371e+002	7.725584e+001
	8.754371e+002	7.725584e+001
	8.754371e+002	7.725584e+001
	8.754372e+002	7.725584e+001
	8.754374e+002	7.725585e+001
	8.754377e+002	7.725587e+001
	8.754383e+002	7.725588e+001
	8.754427e+002	7.725604e+001
	8.754439e+002	7.725608e+001
	8.754449e+002	7.725612e+001
	8.754486e+002	7.725625e+001
	8.754636e+002	7.725677e+001
	8.756436e+002	7.726308e+001
	8.758924e+002	7.727179e+001
	8.759086e+002	7.727235e+001
	8.759161e+002	7.727262e+001
	8.761274e+002	7.728001e+001
	8.763649e+002	7.728832e+001
	8.763724e+002	7.728859e+001
	8.763911e+002	7.728925e+001
	8.764724e+002	7.729208e+001
	8.764799e+002	7.729235e+001
	8.767274e+002	7.730101e+001
	8.767361e+002	7.730132e+001
	8.767599e+002	7.730215e+001
	8.767605e+002	7.730217e+001
	8.767606e+002	7.730217e+001
	8.767610e+002	7.730219e+001
	8.767616e+002	7.730221e+001
	8.767653e+002	7.730234e+001
	8.767903e+002	7.730321e+001
	8.770341e+002	7.731174e+001
	8.772753e+002	7.732017e+001
	8.774741e+002	7.732712e+001
	8.776285e+002	7.733251e+001
	8.776297e+002	7.733256e+001
	8.776472e+002	7.733317e+001
	8.777369e+002	7.733630e+001
	8.777406e+002	7.733643e+001
	8.777835e+002	7.733793e+001
	8.777910e+002	7.733820e+001
	8.778266e+002	7.733944e+001
	8.778766e+002	7.734119e+001
	8.779516e+002	7.734380e+001
	8.779528e+002	7.734385e+001
	8.779532e+002	7.734386e+001
	8.779537e+002	7.734388e+001
	8.779556e+002	7.734395e+001
	8.779631e+002	7.734421e+001
	8.779731e+002	7.734456e+001
	8.779753e+002	7.734464e+001
	8.779796e+002	7.734479e+001
	8.779984e+002	7.734544e+001
	8.780509e+002	7.734727e+001
	8.781934e+002	7.735226e+001
	8.781990e+002	7.735245e+001
	8.782065e+002	7.735271e+001
	8.782478e+002	7.735416e+001
	8.782509e+002	7.735426e+001
	8.782546e+002	7.735439e+001
	8.783596e+002	7.735806e+001
	8.783759e+002	7.735863e+001
	8.785271e+002	7.736391e+001
	8.785903e+002	7.736611e+001
	8.785928e+002	7.736620e+001
	8.786965e+002	7.736983e+001
	8.787278e+002	7.737092e+001
	8.787281e+002	7.737093e+001
	8.787287e+002	7.737095e+001
	8.787288e+002	7.737096e+001
	8.787290e+002	7.737096e+001
	8.787291e+002	7.737096e+001
	8.787292e+002	7.737096e+001
	8.787292e+002	7.737096e+001
	8.787294e+002	7.737097e+001
	8.787295e+002	7.737098e+001
	8.787297e+002	7.737098e+001
	8.787300e+002	7.737099e+001
	8.787306e+002	7.737102e+001
	8.787311e+002	7.737103e+001
	8.787317e+002	7.737106e+001
	8.787329e+002	7.737109e+001
	8.787354e+002	7.737119e+001
	8.788304e+002	7.737450e+001
	8.788331e+002	7.737459e+001
	8.788358e+002	7.737469e+001
	8.788385e+002	7.737478e+001
	8.788412e+002	7.737487e+001
	8.788438e+002	7.737496e+001
	8.788465e+002	7.737506e+001
	8.788492e+002	7.737515e+001
	8.789479e+002	7.737860e+001
	8.789489e+002	7.737863e+001
	8.789526e+002	7.737877e+001
	8.792851e+002	7.739037e+001
	8.792926e+002	7.739063e+001
	8.793864e+002	7.739391e+001
	8.795351e+002	7.739909e+001
	8.795370e+002	7.739915e+001
	8.795445e+002	7.739942e+001
	8.795633e+002	7.740007e+001
	8.796433e+002	7.740286e+001
	8.796445e+002	7.740291e+001
	8.796454e+002	7.740294e+001
	8.796459e+002	7.740295e+001
	8.796478e+002	7.740302e+001
	8.796503e+002	7.740311e+001
	8.796565e+002	7.740333e+001
	8.796575e+002	7.740336e+001
	8.796612e+002	7.740349e+001
	8.796778e+002	7.740407e+001
	8.796784e+002	7.740409e+001
	8.796786e+002	7.740410e+001
	8.796786e+002	7.740410e+001
	8.796787e+002	7.740410e+001
	8.796788e+002	7.740411e+001
	8.796792e+002	7.740411e+001
	8.796810e+002	7.740418e+001
	8.796835e+002	7.740427e+001
	8.798685e+002	7.741072e+001
	8.798701e+002	7.741077e+001
	8.798707e+002	7.741080e+001
	8.798720e+002	7.741084e+001
	8.798795e+002	7.741110e+001
	8.799770e+002	7.741451e+001
	8.799857e+002	7.741481e+001
	8.800557e+002	7.741725e+001
	8.800670e+002	7.741764e+001
	8.800745e+002	7.741790e+001
	8.803061e+002	7.742598e+001
	8.803063e+002	7.742599e+001
	8.803063e+002	7.742599e+001
	8.803064e+002	7.742599e+001
	8.803065e+002	7.742599e+001
	8.803069e+002	7.742600e+001
	8.803075e+002	7.742603e+001
	8.803087e+002	7.742607e+001
	8.803300e+002	7.742681e+001
	8.804150e+002	7.742977e+001
	8.804159e+002	7.742981e+001
	8.804197e+002	7.742994e+001
	8.805234e+002	7.743356e+001
	8.807265e+002	7.744063e+001
	8.807303e+002	7.744077e+001
	8.807553e+002	7.744164e+001
	8.810140e+002	7.745065e+001
	8.810224e+002	7.745094e+001
	8.810308e+002	7.745123e+001
	8.810392e+002	7.745152e+001
	8.810476e+002	7.745181e+001
	8.810560e+002	7.745211e+001
	8.810644e+002	7.745240e+001
	8.810728e+002	7.745270e+001
	8.810772e+002	7.745284e+001
	8.810794e+002	7.745292e+001
	8.810806e+002	7.745296e+001
	8.810831e+002	7.745306e+001
	8.811381e+002	7.745497e+001
	8.812569e+002	7.745911e+001
	8.812706e+002	7.745959e+001
	8.813644e+002	7.746284e+001
	8.814444e+002	7.746564e+001
	8.814459e+002	7.746569e+001
	8.814478e+002	7.746575e+001
	8.814487e+002	7.746579e+001
	8.814525e+002	7.746592e+001
	8.814569e+002	7.746607e+001
	8.814706e+002	7.746655e+001
	8.814906e+002	7.746725e+001
	8.814922e+002	7.746730e+001
	8.814929e+002	7.746732e+001
	8.814933e+002	7.746734e+001
	8.814939e+002	7.746736e+001
	8.814951e+002	7.746740e+001
	8.814976e+002	7.746749e+001
	8.815526e+002	7.746941e+001
	8.815548e+002	7.746948e+001
	8.815561e+002	7.746952e+001
	8.815570e+002	7.746956e+001
	8.815583e+002	7.746960e+001
	8.815608e+002	7.746969e+001
	8.816183e+002	7.747169e+001
	8.816190e+002	7.747172e+001
	8.816200e+002	7.747175e+001
	8.816237e+002	7.747188e+001
	8.816300e+002	7.747210e+001
	8.816331e+002	7.747221e+001
	8.816519e+002	7.747286e+001
	8.817394e+002	7.747591e+001
	8.818931e+002	7.748125e+001
	8.820769e+002	7.748765e+001
	8.820800e+002	7.748776e+001
	8.820812e+002	7.748780e+001
	8.820822e+002	7.748784e+001
	8.820834e+002	7.748788e+001
	8.820859e+002	7.748797e+001
	8.821309e+002	7.748953e+001
	8.821322e+002	7.748958e+001
	8.821331e+002	7.748961e+001
	8.821336e+002	7.748962e+001
	8.821342e+002	7.748965e+001
	8.821369e+002	7.748974e+001
	8.821396e+002	7.748984e+001
	8.821422e+002	7.748993e+001
	8.821449e+002	7.749002e+001
	8.821476e+002	7.749011e+001
	8.821503e+002	7.749020e+001
	8.821529e+002	7.749030e+001
	8.821617e+002	7.749060e+001
	8.821703e+002	7.749090e+001
	8.821788e+002	7.749120e+001
	8.821874e+002	7.749150e+001
	8.821960e+002	7.749180e+001
	8.822046e+002	7.749209e+001
	8.822131e+002	7.749239e+001
	8.822217e+002	7.749269e+001
	8.823217e+002	7.749617e+001
	8.823229e+002	7.749622e+001
	8.823233e+002	7.749622e+001
	8.823233e+002	7.749623e+001
	8.823235e+002	7.749623e+001
	8.823244e+002	7.749627e+001
	8.823279e+002	7.749638e+001
	8.823304e+002	7.749648e+001
	8.823966e+002	7.749878e+001
	8.825654e+002	7.750465e+001
	8.827504e+002	7.751108e+001
	8.827729e+002	7.751186e+001
	8.828091e+002	7.751312e+001
	8.828166e+002	7.751338e+001
	8.828310e+002	7.751389e+001
	8.828997e+002	7.751627e+001
	8.829013e+002	7.751633e+001
	8.829015e+002	7.751633e+001
	8.829019e+002	7.751635e+001
	8.829021e+002	7.751636e+001
	8.829024e+002	7.751637e+001
	8.829025e+002	7.751637e+001
	8.829026e+002	7.751637e+001
	8.829029e+002	7.751639e+001
	8.829036e+002	7.751641e+001
	8.829048e+002	7.751645e+001
	8.829073e+002	7.751654e+001
	8.829423e+002	7.751775e+001
	8.829723e+002	7.751880e+001
	8.829861e+002	7.751928e+001
	8.829948e+002	7.751958e+001
	8.829967e+002	7.751965e+001
	8.830036e+002	7.751988e+001
	8.831286e+002	7.752423e+001
	8.832573e+002	7.752871e+001
	8.832948e+002	7.753001e+001
	8.835423e+002	7.753861e+001
	8.835548e+002	7.753905e+001
	8.835686e+002	7.753952e+001
	8.836098e+002	7.754095e+001
	8.836417e+002	7.754206e+001
	8.836425e+002	7.754209e+001
	8.836433e+002	7.754212e+001
